fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,0,0,0,0,1,1,0,1,1,1,1
0,0,1,1,0,1,1,0,1,1,1,1
1,0,1,0,1,0,0,1,0,1,1,0
1,0,1,0,0,0,0,1,0,1,1,1
1,0,1,0,0,0,0,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,1,1
1,1,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,1,1,0,1,0,0
0,0,1,0,0,1,1,0,1,1,1,1
0,0,0,1,0,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,1,0,1,1
1,0,1,0,0,0,0,0,0,1,1,1
0,1,0,0,0,1,0,0,1,1,1,1
1,0,1,0,0,0,0,0,0,1,1,1
0,0,1,0,0,1,1,1,1,0,0,1
0,0,1,0,0,1,1,1,1,0,0,1
0,1,0,0,1,1,1,0,1,1,1,1
0,1,0,1,0,1,1,0,1,0,1,0
0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,0,0,1,1,0,1,1,1,0
0,0,1,0,0,0,1,0,0,1,1,1
0,0,1,0,0,0,1,0,0,1,1,1
1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,1,1,1,1,1,1
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0,1,1,1,0
0,0,1,0,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,1,0,1,1,1,0
1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,1,1
0,1,0,0,1,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,1,1,1
0,1,0,0,1,0,0,0,1,0,1,0
0,1,0,0,1,0,1,0,0,0,0,1
0,0,0,0,0,1,1,0,1,0,0,1
0,1,0,0,0,1,1,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,1,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,1,1,1,1
1,1,0,1,1,1,1,1,0,0,0,0
0,0,1,0,0,1,0,0,1,1,1,1
0,0,1,0,0,1,0,0,1,1,1,1
0,0,1,0,0,1,0,0,1,1,1,1
1,1,1,0,1,1,1,1,1,1,0,0
0,0,1,0,0,1,0,0,1,1,1,1
0,0,1,0,0,0,0,0,1,1,1,1
0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,1,1
1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,1,0,0,0,0,1,1
0,1,1,0,0,0,1,1,0,1,0,1
0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,0,0,0,0,0,1,1,1
1,0,1,0,0,1,1,0,0,1,1,1
1,0,1,0,1,1,0,1,0,1,1,1
1,0,1,0,1,1,0,1,0,1,1,1
0,1,0,0,0,1,1,1,0,0,0,1
1,0,1,0,0,0,0,0,0,1,1,1
1,0,1,0,0,0,0,1,0,1,0,1
1,0,0,1,1,1,1,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0
1,1,0,0,1,0,0,1,0,1,0,0
0,0,0,0,0,1,1,0,1,1,1,1
0,0,1,0,0,1,1,1,1,0,0,0
0,0,1,1,0,0,1,0,1,1,1,1
0,1,0,1,0,1,1,0,1,0,1,0
0,0,1,0,0,1,1,1,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1
0,0,1,1,0,0,1,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,1,0,0,0,0,1,0,1,0
0,1,0,0,0,1,1,0,0,0,0,0
1,0,1,0,0,1,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1
0,1,0,0,0,0,1,1,1,0,0,0
0,0,0,1,0,1,1,1,1,0,0,1
0,1,0,0,0,0,0,0,1,1,1,0
0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,1,0
0,0,1,0,0,1,0,0,1,1,1,1
0,1,0,0,0,1,0,0,1,0,1,1
0,1,0,0,0,1,0,0,1,0,1,1
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,1,1,1,0
0,1,0,0,0,1,0,0,1,0,1,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,1,1,0,0,1,0,1,1,1,1
0,1,0,1,1,0,0,0,1,0,1,1
0,1,0,1,1,0,0,0,1,0,1,1
1,1,1,0,1,1,1,0,0,1,0,0
0,1,0,0,0,1,0,0,1,0,1,0
1,0,1,0,0,1,1,1,0,0,0,0
0,1,0,0,1,0,0,1,1,0,0,0
1,0,1,0,0,1,1,0,1,1,1,1
0,1,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,1,1
0,0,1,0,0,1,1,0,1,0,0,1
0,0,0,0,0,1,1,0,1,1,1,1
0,0,0,0,0,1,1,0,1,1,1,1
0,0,0,0,0,1,1,0,1,0,1,1
0,0,0,0,0,1,0,0,1,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,1,1
0,1,0,0,0,0,1,1,0,0,0,1
1,0,1,1,0,0,0,0,0,0,1,0
0,1,0,0,1,0,0,0,1,0,0,1
0,1,0,0,0,0,1,1,0,0,0,1
1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,1,0,1,0,0,1
0,0,0,0,0,1,1,0,1,0,0,1
0,1,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1
0,0,0,0,0,1,0,0,1,0,1,0
1,0,1,0,1,1,1,1,0,0,1,0
0,0,1,0,0,1,0,0,1,0,1,1
0,1,0,1,0,0,0,0,0,0,1,0
0,1,1,1,0,1,1,1,0,1,0,0
0,1,1,1,0,1,1,1,0,1,0,0
0,1,0,0,1,0,0,0,1,0,1,0
0,1,0,0,0,1,1,0,0,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,1,1,1
0,1,0,1,1,1,1,0,0,0,0,0
0,1,0,1,1,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,1,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,1,1,1,0,1,1,1,1
1,0,1,0,0,0,0,0,0,1,1,1
0,0,1,0,0,1,1,0,1,1,1,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
1,1,1,0,1,1,1,1,0,0,0,0
0,1,0,1,0,0,0,0,1,0,1,0
1,1,1,0,1,1,1,1,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,1,1,0,1,0,0,1
0,0,0,0,0,1,1,0,1,0,0,1
0,1,0,0,0,1,1,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,1,1
1,0,1,0,1,0,0,0,0,1,1,1
0,1,0,0,0,1,1,0,0,0,0,1
1,1,1,0,1,1,1,0,0,1,0,1
1,1,1,1,1,0,1,1,0,1,0,0
0,1,0,0,0,1,0,0,1,0,1,1
1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,1,0,0,1,1,1
0,0,0,0,0,1,0,0,1,0,1,1
0,0,0,0,0,1,0,0,1,0,1,1
0,0,0,0,0,1,0,0,1,0,1,1
0,0,0,0,0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,0,1
0,1,0,1,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,1,1
1,0,1,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,1,0,1,0
1,1,1,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,1,1,1,0,0,0
0,1,0,0,0,0,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,1,0,1,1
0,1,0,1,1,1,1,1,0,0,0,0
1,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,1,0,0,1,0,0,1,0
0,1,0,0,1,0,1,1,1,0,0,0
1,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,1,0,0,0,1,0,1,1
0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,0,1,1,0,1,1,1
0,1,1,0,0,1,1,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,0
1,1,1,0,1,0,1,0,0,1,0,0
0,1,1,1,1,0,0,0,0,1,1,1
1,1,1,0,1,0,1,0,0,1,0,0
0,1,0,1,1,1,1,0,0,0,0,0
0,1,0,0,1,1,0,0,1,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,1,1,1,0,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1
0,1,0,0,1,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,1,0,1,1,0,1,0,0,0
1,1,0,0,1,0,0,1,0,0,0,1
1,1,0,0,1,0,0,1,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,1,1
0,0,1,0,0,0,0,0,0,1,0,1
0,0,1,1,0,0,0,1,1,0,1,1
0,0,1,0,0,1,0,0,0,1,1,1
0,0,1,1,0,0,0,1,0,1,1,1
0,0,0,0,0,1,1,0,1,1,1,1
0,0,1,0,0,1,1,0,0,1,1,1
0,0,0,0,0,1,1,0,1,1,1,1
0,1,0,0,0,0,0,0,1,0,1,1
0,0,1,0,0,0,0,0,1,1,1,1
0,0,1,1,0,0,0,1,0,1,1,1
1,1,0,0,1,0,1,0,0,1,0,0
1,0,1,0,0,0,0,1,0,1,0,0
0,1,0,0,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,0,1,0,0
0,0,1,0,0,1,0,0,1,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,1,1,0,1,1,1,1
0,1,0,1,1,0,0,1,1,1,1,0
0,0,1,0,0,0,0,1,0,1,0,1
0,0,1,0,0,0,0,1,0,1,0,1
0,0,1,0,0,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0,1,0
0,0,1,0,0,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,1,0,1
1,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,0,1,0,1
1,0,1,0,1,1,1,1,0,0,0,0
0,1,1,1,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,1,1,1,1
0,0,1,0,0,0,0,0,0,1,1,1
0,1,0,1,1,1,1,1,0,0,0,1
0,1,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,0,1,1,0,1,1,1,1
0,1,0,1,1,1,1,1,0,0,0,1
0,1,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,1,1,1,1,1,0,0
0,0,1,0,0,0,0,0,0,1,1,1
0,0,1,0,0,0,0,0,0,1,1,1
0,0,1,1,1,0,0,1,1,1,1,1
0,1,0,0,0,1,1,0,1,1,1,1
0,0,1,0,0,1,1,1,1,0,0,0
1,0,1,0,0,0,0,1,0,1,1,1
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,1,1,0,0,0,1,1
0,0,1,0,0,1,1,1,1,0,0,0
1,0,1,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,1,1,1
0,0,0,0,0,1,1,1,1,1,0,1
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,1,1,0,1,1,0,0
0,1,0,0,0,1,1,0,1,1,0,0
0,0,1,0,0,1,1,1,0,0,0,1
0,1,0,0,0,1,0,0,1,0,1,0
0,0,1,0,0,1,1,1,0,0,0,1
0,1,0,0,0,1,1,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,1,0,1,0
0,0,1,1,0,1,0,0,1,1,1,1
0,1,0,0,0,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,0,1,1,1,1
1,0,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,1,1,0,1,1,1,1
0,1,0,1,0,0,0,1,1,0,0,0
0,0,1,1,1,0,0,1,1,1,1,0
0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,1,1,0,0,1,1,1,1,0
0,1,1,0,1,0,0,1,1,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,1,1,0
0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,1,1,1
0,0,1,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,1
0,1,0,0,1,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,1,1
0,0,1,0,1,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,1,1,1
0,0,1,0,1,0,0,0,1,0,1,1
0,0,1,0,0,1,0,1,1,1,1,1
0,0,1,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,0,1,1,0,1
0,1,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,1,1,1,1,1,0,1
0,1,0,1,0,1,1,1,1,1,0,1
0,0,0,0,0,1,1,0,1,1,1,0
0,1,0,0,0,1,0,0,1,1,0,1
0,0,1,0,1,0,0,0,1,0,1,0
0,1,0,1,1,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,1,1,0,1
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,1,1,0,1,1,0,1
0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1,1,1
0,0,1,0,1,1,1,1,0,1,0,1
0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1
0,1,0,1,0,0,0,0,1,1,0,0
0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,1,0,0,1,1,0,1
0,1,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0,1,1,1,1,1,0,0
0,0,0,1,0,0,0,0,1,0,1,1
0,0,1,0,0,1,1,0,1,1,1,1
0,1,0,0,0,1,0,0,0,0,1,1
1,0,1,0,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,0,1,1,1
0,1,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0
1,0,1,0,1,1,1,1,0,0,0,0
0,0,1,0,0,1,0,0,0,1,1,1
0,1,0,0,0,1,0,1,1,0,0,0
0,1,0,0,0,1,0,1,1,0,0,0
0,1,0,1,1,1,1,0,1,1,1,1
0,1,0,0,0,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1
0,1,1,1,1,1,1,1,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,1,1,1
0,0,1,0,0,1,1,0,1,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1
0,0,1,0,1,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,1,0,1,1,1,1
0,0,1,1,0,1,1,1,1,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1
0,0,1,0,0,1,0,0,0,1,1,1
0,1,0,1,0,0,0,0,1,0,1,1
0,1,0,0,1,0,0,0,1,1,1,1
0,1,0,0,0,1,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,0,1,1
0,1,0,0,0,1,0,0,1,0,1,0
0,1,0,1,0,0,0,0,1,0,1,0
0,0,1,0,0,1,1,0,1,0,0,0
0,0,1,0,0,1,0,0,0,1,1,1
0,0,1,1,0,1,1,0,0,1,1,1
0,0,1,0,0,1,1,0,1,1,1,1
0,1,0,0,0,1,0,0,1,1,1,1
0,1,1,0,0,1,1,0,0,1,1,1
0,1,0,1,0,1,1,1,0,0,0,0
0,1,0,0,0,1,0,0,1,1,1,1
0,1,0,0,1,1,0,0,1,0,1,1
0,0,0,0,0,1,0,0,1,1,1,1
0,1,0,0,0,1,0,0,1,1,0,1
0,1,0,0,1,1,0,0,1,0,1,0
0,1,0,0,0,1,1,0,1,1,1,1
0,0,0,0,0,1,0,0,1,1,1,1
0,1,0,0,0,1,0,0,1,1,0,0
0,0,1,1,0,1,0,0,1,1,1,1
